Gene Start (bp)	Gene End (bp)	Chromosome Name	Associated Gene Name
111788755	111797595	HG388_HG400_PATCH	C11orf52
93474757	93497915	11	C11orf54
111944810	111955874	11	C11orf57
111944809	111955873	HG388_HG400_PATCH	C11orf57
16634679	16778428	11	C11orf58
65684279	65686588	11	C11orf68
86013253	86056969	11	C11orf73
66511922	66610987	11	C11orf80
43946892	43965888	11	C11orf96
53693470	53700961	12	C12orf10
88427623	88443937	12	C12orf29
4596894	4647674	12	C12orf4
121440225	121454305	12	C12orf43
4430371	4462338	12	C12orf5
88373816	88427814	12	C12orf50
7052141	7055166	12	C12orf57
7052141	7055166	HG344_PATCH	C12orf57
123717463	123742506	12	C12orf65
110465872	110511491	12	C12orf76
76116134	76127532	14	C14orf1
23563974	23569665	14	C14orf119
93669239	93673439	14	C14orf142
52456193	52471420	14	C14orf166
104378625	104394606	14	C14orf2
45366498	45376460	14	C14orf28
105452112	105476819	14	C14orf79
105956192	105965912	14	C14orf80
105956192	105965912	HG1592_PATCH	C14orf80
83657193	83680393	15	C15orf40
74032141	74045088	15	C15orf59
684429	686358	16	C16orf13
15528152	15718885	16	C16orf45
31500792	31520630	16	C16orf58
9185505	9215497	16	C16orf72
46830519	46865323	16	C16orf87
1469745	1479345	16	C16orf91
4802713	4806227	17	C17orf107
6917814	6920844	17	C17orf49
65987217	65989765	HG747_PATCH	C17orf58
65987217	65989765	17	C17orf58
8091652	8093564	17	C17orf59
80400465	80408705	17	C17orf62
54869274	54916134	17	C17orf67
79506911	79520987	17	C17orf70
30651584	30677042	17	C17orf75
71228372	71245091	17	C17orf80
3714460	3749545	17	C17orf85
79213039	79215081	17	C17orf89
33552046	33559241	18	C18orf21
43753519	43846949	18	C18orf25
47008028	47013622	18	C18orf32
21083473	21111746	18	C18orf8
30191721	30206364	19	C19orf12
1275026	1279248	19	C19orf24
1461142	1479555	19	C19orf25
16607122	16632163	19	C19orf44
40825443	40854434	19	C19orf47
41246761	41257458	19	C19orf54
10196798	10203928	19	C19orf66
5678432	5680907	19	C19orf70
11348178	11352619	19	C19orf80
68268262	68338080	2	C1D
119759648	119764005	X	C1GALT1C1
38147242	38157914	1	C1orf109
162342993	162346660	1	C1orf111
169631245	169823221	1	C1orf112
220863187	220872499	1	C1orf115
207191866	207206101	1	C1orf116
53679771	53686289	1	C1orf123
231359509	231376933	1	C1orf131
1017198	1051741	1	C1orf159
112016414	112021134	1	C1orf162
57184477	57285369	1	C1orf168
3805689	3816857	1	C1orf174
206238872	206288647	1	C1orf186
206098792	206166009	HG1293_PATCH	C1orf186
230972865	231005335	1	C1orf198
159804264	159825137	1	C1orf204
162336698	162356600	1	C1orf226
228288427	228293112	1	C1orf35
85715639	85725355	1	C1orf52
151020216	151024462	1	C1orf56
16330731	16335302	1	C1orf64
209955661	209957904	1	C1orf74
2115903	2144159	1	C1orf86
226736501	226796915	1	C1orf95
22962999	22966101	1	C1QA
5001	8058	LRG_22	LRG_22
22979255	22988031	1	C1QB
5001	13348	LRG_23	LRG_23
5336097	5352150	17	C1QBP
22970123	22974603	1	C1QC
5001	9486	LRG_24	LRG_24
159774758	159797648	5	C1QTNF2
37576207	37595425	22	C1QTNF6
24881304	24896673	13	C1QTNF9
7187513	7245203	12	C1R
7260648	7275097	12	C1RL-AS1
7096351	7178336	12	C1S
7097422	7180195	HG344_PATCH	C1S
5001	15357	LRG_25	LRG_25
3229951	3388272	20	C20orf194
35234137	35240960	20	C20orf24
3734155	3749034	20	C20orf27
251504	271390	20	C20orf96
45553487	45565605	21	C21orf33
47720095	47743789	21	C21orf58
33964389	33985176	21	C21orf59
34162985	34186053	21	C21orf62
34165875	34186038	HSCHR21_3_CTG1_1	C21orf62
19161284	19191703	21	C21orf91
38339528	38349676	22	C22orf23
19338891	19435755	22	C22orf39
19338881	19435745	HG329_PATCH	C22orf39
42084943	42094140	22	C22orf46
43305221	43373999	21	C2CD2
118972908	118989252	11	C2CD2L
73723763	73882255	11	C2CD3
62455734	62457482	15	C2CD4B
22601517	22697480	12	C2CD5
27799389	27805588	2	C2orf16
106679702	106694615	2	C2orf40
85833777	85839189	2	C2orf68
200775979	200820658	2	C2orf69
231902205	231914434	2	C2orf72
61372243	61391964	2	C2orf74
190744335	191068210	2	C2orf88
8210898	8219067	12	C3AR1
112721287	112738708	3	C3orf17
133646992	133648656	3	C3orf36
88198893	88217879	3	C3orf38
111805182	111849851	3	C3orf52
143690640	143767561	3	C3orf58
31940194	31960852	HSCHR6_MHC_QBL	C4A
31949801	31970458	6	C4A
31931985	31952643	HSCHR6_MHC_DBB	C4A
32058986	32079643	HSCHR6_MHC_MCF	C4A
5001	25624	LRG_137	LRG_137
113066553	113116412	4	C4orf32
31532373	31555165	5	C5orf22
134181370	134195427	5	C5orf24
43444354	43483995	5	C5orf28
2752245	2755508	5	C5orf38
179261436	179289173	5	C5orf45
41904290	41921738	5	C5orf51
34555065	34664636	6	C6orf106
170102233	170106401	6	C6orf120
42068856	42110357	6	C6orf132
31072775	31074111	HSCHR6_MHC_DBB	C6orf15
31071421	31072757	HSCHR6_MHC_QBL	C6orf15
31123949	31125285	HSCHR6_MHC_MANN	C6orf15
31157528	31158864	HSCHR6_MHC_MCF	C6orf15
31079000	31080336	6	C6orf15
31071500	31072836	HSCHR6_MHC_COX	C6orf15
4079440	4131185	6	C6orf201
107349407	107372546	6	C6orf203
107476078	107499217	HG357_PATCH	C6orf203
42858005	42858554	6	C6orf226
31616015	31618489	HSCHR6_MHC_SSTO	C6orf47
31613489	31615961	HSCHR6_MHC_COX	C6orf47
31616315	31618789	HSCHR6_MHC_QBL	C6orf47
31608257	31610731	HSCHR6_MHC_DBB	C6orf47
31665567	31668042	HSCHR6_MHC_MANN	C6orf47
31702358	31704832	HSCHR6_MHC_MCF	C6orf47
31626075	31628549	6	C6orf47
31789757	31794910	HSCHR6_MHC_COX	C6orf48
31813742	31818898	HSCHR6_MHC_APD	C6orf48
31802385	31807541	6	C6orf48
31792647	31797799	HSCHR6_MHC_QBL	C6orf48
31784575	31789730	HSCHR6_MHC_DBB	C6orf48
24705089	24721064	6	C6orf62
42948325	42951904	7	C7orf25
6629648	6648357	7	C7orf26
99752043	99756338	7	C7orf43
1036622	1177896	7	C7orf50
139024203	139031065	7	C7orf55
139025105	139108198	7	C7orf55-LUC7L2
135347244	135378166	7	C7orf73
146277764	146281416	8	C8orf33
22457114	22461663	8	C8orf58
86126311	86132650	8	C8orf59
124232196	124253638	8	C8orf76
145751117	145754516	8	C8orf82
131581930	131592100	9	C9orf114
139886870	139888436	9	C9orf142
130922539	130926207	9	C9orf16
77561497	77567802	9	C9orf40
77595936	77643339	9	C9orf41
91605778	91611055	9	C9orf47
213108	215893	9	C9orf66
139006427	139010731	9	C9orf69
132589569	132598142	9	C9orf78
74526426	74600970	9	C9orf85
117373486	117408702	9	C9orf91
58227297	58248260	17	CA4
15706953	15805747	X	CA5B
15693055	15721847	X	CA5BP1
61099906	61193971	8	CA8
26840683	26892802	9	CAAP1
231577560	231685790	2	CAB39
24407642	24574596	22	CABIN1
30116073	30127828	22	CABP7
21718942	21741567	18	CABYR
53528683	53847760	3	CACNA1D
64961026	65029514	17	CACNG4
3610639	3626813	19	CACTIN
120433679	120514761	10	CACUL1
115039938	115375675	11	CADM1
44126520	44143991	19	CADM4
54104903	54121529	12	CALCOCO1
46908350	46943884	17	CALCOCO2
105206543	105212660	10	CALHM2
90862846	90874605	14	CALM1
5566924	5568225	10	CALML3
13049392	13055303	19	CALR
128379346	128411861	7	CALU
9799026	9811676	3	CAMK1
75572259	75634343	10	CAMK2G
121675497	121736111	12	CAMKK2
7660788	7683190	19	CAMSAP3
6845384	7829766	1	CAMTA1
4871287	4890960	17	CAMTA2
67663061	67713731	12	CAND1
76987799	77005949	17	CANT1
40505905	40538321	1	CAP1
17393447	17558023	6	CAP2
64948037	64979477	11	CAPN1
241526133	241557122	2	CAPN10
44126548	44152139	6	CAPN11
39220827	39260544	19	CAPN12
577717	604636	16	CAPN15
15247659	15294425	3	CAPN7
36630477	36641255	19	CAPNS1
34073230	34122703	11	CAPRIN1
113161795	113214241	1	CAPZA1
116451124	116562103	7	CAPZA2
19665267	19812066	1	CAPZB
2945775	3083579	7	CARD11
104912053	104972158	11	CARD16
48684027	48759203	19	CARD8
111267881	111292340	13	CARKD
10982189	11033453	19	CARM1
3022152	3078843	11	CARS
111293759	111365950	13	CARS2
21781587	21786191	10	CASC10
38296571	38328436	17	CASC3
44580927	44707956	15	CASC4
40886218	40956540	15	CASC5
2227184	2246526	16	CASKIN1
73496342	73511664	17	CASKIN2
104896170	104972158	11	CASP1
142985308	143004789	7	CASP2
185548850	185570663	4	CASP3
90539613	90584155	6	CASP8AP2
43920701	43960316	15	CATSPER2
92047040	92247051	14	CATSPERB
116164839	116201233	7	CAV1
115927434	116148595	7	CAV2
32077881	32237842	20	CBFA2T2
88941266	89043612	16	CBFA2T3
67063019	67134961	16	CBFB
119076752	119178859	11	CBL
105374305	105588396	3	CBLB
45281126	45303891	19	CBLC
107384142	107402112	7	CBLL1
37507210	37518864	21	CBR3
169784921	169931426	4	CBR4
121041	188979	9	CBWD1
114195268	114253766	2	CBWD2
70856397	70914929	HG962_PATCH	CBWD3
70856397	70914929	9	CBWD3
70432004	70497240	9	CBWD5
42668608	42714962	9	CBWD7
46147414	46178883	17	CBX1
77774214	77784065	HG748_PATCH	CBX2
77751931	77761782	17	CBX2
26240782	26252976	7	CBX3
77806955	77813228	17	CBX4
39257455	39268319	22	CBX6
39516172	39548679	22	CBX7
77788214	77797765	HG748_PATCH	CBX8
77765931	77775482	17	CBX8
39052641	39069859	22	CBY1
52811395	52831865	1	CC2D1B
22462145	22479027	8	CCAR2
57546090	57570511	16	CCDC102A
56152428	56164527	19	CCDC106
35658301	35661508	9	CCDC107
110481361	110609874	4	CCDC109B
186366336	186392913	4	CCDC110
114602885	114632528	5	CCDC112
58265061	58317740	16	CCDC113
29168662	29185283	22	CCDC117
46963216	47023500	3	CCDC12
27848506	27851879	2	CCDC121
18043825	18054800	19	CCDC124
23636998	23684327	7	CCDC126
196986	218330	5	CCDC127
13842574	13874110	19	CCDC130
42196683	42222303	22	CCDC134
79633394	79640934	17	CCDC137
74699113	74710535	2	CCDC142
16592851	16707767	17	CCDC144A
18441117	18528930	17	CCDC144B
159027593	159313265	2	CCDC148
24807739	24981826	4	CCDC149
124824017	124911385	11	CCDC15
42756903	42802462	5	CCDC152
36801182	36871977	13	CCDC169
170501935	170550943	2	CCDC173
14693271	14714166	3	CCDC174
74486056	74549566	14	CCDC176
30517366	31021065	18	CCDC178
93645476	93744287	1	CCDC18
139698379	139703300	9	CCDC183-AS1
27590835	27630170	8	CCDC25
139094657	139114456	6	CCDC28A
180320646	180588793	3	CCDC39
113587663	113597081	12	CCDC42B
42750437	42767147	17	CCDC43
61822610	61853711	17	CCDC47
191046866	191116459	3	CCDC50
102406705	102455927	12	CCDC53
80059336	80170706	17	CCDC57
122078438	122102078	3	CCDC58
82617460	82752584	12	CCDC59
150560613	150603706	5	CCDC69
49199968	49203754	3	CCDC71
32623792	32816204	11	CCDC73
132285248	132291239	2	CCDC74A
130896860	130902707	2	CCDC74B
498439	551811	12	CCDC77
772582	776954	16	CCDC78
96085933	96123087	11	CCDC82
56411258	56613308	2	CCDC85A
65657875	65659105	11	CCDC85B
99977603	100070363	14	CCDC85C
60609544	60618554	11	CCDC86
47759237	47775210	19	CCDC9
82970139	82997450	11	CCDC90B
28286182	28732883	12	CCDC91
118673054	118771709	2	CCDC93
4247076	4269087	19	CCDC94
41816094	41830788	19	CCDC97
31103949	31119721	HSCHR6_MHC_DBB	CCHCR1
31102653	31118444	HSCHR6_MHC_QBL	CCHCR1
31155177	31170971	HSCHR6_MHC_MANN	CCHCR1
31188755	31204550	HSCHR6_MHC_MCF	CCHCR1
31110216	31126015	6	CCHCR1
31102772	31118543	HSCHR6_MHC_COX	CCHCR1
34310327	34329100	17	CCL14
32582304	32584222	17	CCL2
34709002	34710121	9	CCL21
57392684	57400102	16	CCL22
43376747	43412493	5	CCL28
34415602	34417515	17	CCL3
34522268	34524157	17	CCL3L3
34522245	34524134	HG75_PATCH	CCL3L3
34430983	34433014	17	CCL4
34198495	34207797	17	CCL5
34198510	34207812	HG385_PATCH	CCL5
32646055	32648421	17	CCL8
45039074	45116068	7	CCM2
30598245	30619984	20	CCM2L
122737599	122745087	4	CCNA2
59397277	59417244	15	CCNB2
99990256	100016849	6	CCNC
69455855	69469242	11	CCND1
2479395	2508855	16	CCNF
162864575	162873157	5	CCNG1
78078304	78354542	4	CCNG2
99947506	100001381	14	CCNK
156864297	156878549	3	CCNL1
1321091	1334708	1	CCNL2
35535953	35860852	10	CCNY
208576264	208626563	2	CCNYL1
46243200	46249887	3	CCR1
40830907	40835935	17	CCR10
46411633	46417697	3	CCR5
167525295	167553184	6	CCR6
139936943	139966906	4	CCRN4L
66360292	66373490	11	CCS
91048686	92523064	4	CCSER1
86088342	86278273	10	CCSER2
69979114	69995350	12	CCT2
62095224	62115939	2	CCT4
10250033	10266524	5	CCT5
5001	21220	LRG_361	LRG_361
56119323	56131682	7	CCT6A
33254878	33308097	17	CCT6B
73460548	73480149	2	CCT7
30428126	30446118	21	CCT8
5938356	5965605	7	CCZ1
6833765	6866401	7	CCZ1B
140011313	140013286	5	CD14
832843	839831	11	CD151
7499281	7632493	12	CD163L1
27705666	27709870	1	CD164L2
158259576	158263420	1	CD1C
158323254	158327343	1	CD1E
117297007	117311850	1	CD2
112640056	112693969	3	CD200R1
7804879	7812464	19	CD209
167399877	167487847	1	CD247
5000	92970	LRG_36	LRG_36
66081958	66084515	11	CD248
6554033	6560884	12	CD27
5001	11834	LRG_357	LRG_357
6548167	6560733	12	CD27-AS1
73976307	74006859	15	CD276
47445525	47594999	6	CD2AP
30362087	30366682	16	CD2BP2
72690452	72709117	17	CD300LF
41924516	41940997	17	CD300LG
160625364	160654753	2	CD302
51728320	51747115	19	CD33
208057594	208084747	1	CD34
79998891	80308593	7	CD36
49838428	49846592	19	CD37
118209669	118213459	11	CD3D
5001	8671	LRG_37	LRG_37
118175260	118186890	11	CD3E
5001	16596	LRG_38	LRG_38
118215059	118225876	11	CD3G
5001	14439	LRG_39	LRG_39
6896024	6929974	12	CD4
6896024	6929974	HG344_PATCH	CD4
44746911	44758502	20	CD40
5001	16479	LRG_40	LRG_40
35160417	35253949	11	CD44
160648536	160681641	1	CD48
26644448	26647014	1	CD52
207494853	207534311	1	CD55
5001	44495	LRG_127	LRG_127
60739115	60787849	11	CD6
7482785	7485429	17	CD68
9905082	9913497	12	CD69
149781200	149792492	5	CD74
42381190	42385439	19	CD79A
42383025	42387277	HG1350_HG959_PATCH	CD79A
5001	9250	LRG_42	LRG_42
14117872	14137149	6	CD83
87011729	87035519	2	CD8A
21683	28792	LRG_44	LRG_44
23059986	23066977	20	CD93
111011566	111384597	3	CD96
2609220	2659350	X	CD99
149934810	150067289	X	CD99L2
149848059	149980538	HG1459_PATCH	CD99L2
49822047	49867618	13	CDADC1
43015757	43029324	15	CDAN1
12237964	12292588	10	CDC123
115000362	115038198	13	CDC16
43824626	43828874	1	CDC20
137523339	137549032	5	CDC23
3767578	3786762	20	CDC25B
137620954	137674044	5	CDC25C
116018115	116037869	9	CDC26
45195069	45266788	17	CDC27
531714	542097	19	CDC34
10501810	10530797	19	CDC37
4679559	4708398	9	CDC37L1
110501344	110575478	6	CDC40
103398716	103523799	14	CDC42BPB
64590859	64612041	11	CDC42BPG
37956454	37965412	22	CDC42EP1
65082289	65089900	11	CDC42EP2
151023447	151042801	1	CDC42SE1
19466982	19508135	22	CDC45
44355262	44418163	6	CDC5L
193091147	193223031	1	CDC73
5001	137858	LRG_507	LRG_507
25316513	25365436	8	CDCA2
6953957	6961230	12	CDCA3
6953957	6961230	HG344_PATCH	CDCA3
105475910	105487485	14	CDCA4
64833772	64851636	11	CDCA5
21940518	21985702	7	CDCA7L
38158090	38175391	1	CDCA8
68771128	68869451	16	CDH1
5001	103250	LRG_301	LRG_301
64977656	65160015	16	CDH11
82660408	83830204	16	CDH13
73156691	73575702	10	CDH23
68670092	68756519	16	CDH3
66400533	66438686	16	CDH5
62538089	62554610	10	CDK1
1634169	1655766	1	CDK11A
1570603	1590473	1	CDK11B
37617764	37721160	17	CDK12
39989636	40136733	7	CDK13
110931181	111137161	6	CDK19
90581356	90589668	9	CDK20
67273968	67276120	11	CDK2AP2
58141510	58149796	12	CDK4
5000	9162	LRG_490	LRG_490
31946645	31989367	20	CDK5RAP1
46045176	46059140	17	CDK5RAP3
92234235	92465908	7	CDK6
68530668	68573250	5	CDK7
68530666	68573234	HSCHR5_1_CTG1	CDK7
130547958	130553066	9	CDK9
36644305	36655116	6	CDKN1A
12867992	12875305	12	CDKN1B
21967751	21995300	9	CDKN2A
5001	31740	LRG_11	LRG_11
184365744	184369351	4	CDKN2AIP
22002902	22009362	9	CDKN2B
21994777	22121096	9	CDKN2B-AS1
54863567	54886936	14	CDKN3
125825691	125933230	11	CDON
22357257	22448486	16	CDR2
72983727	73001895	17	CDR2L
15339332	15406922	17	CDRT4
5107432	5178533	20	CDS2
80631803	80838226	16	CDYL2
33790840	33793470	19	CEBPA
5001	7591	LRG_456	LRG_456
48649471	48651648	8	CEBPD
47487496	47587121	11	CELF1
72577068	72612470	15	CELF6
109792641	109818372	1	CELSR2
2577081	2581420	16	CEMP1
3764498	3767337	20	CENPB
59084870	59111168	19	CENPBD1P1
214776538	214837931	1	CENPF
25457171	25497018	13	CENPJ
81040103	81066719	16	CENPN
25016005	25045245	2	CENPO
95087766	95382815	9	CENPP
3728645	3773778	1	CEP104
63631656	64188202	17	CEP112
117185273	117283984	11	CEP164
243287730	243418650	1	CEP170
105331617	105363107	14	CEP170B
119388745	119476483	4	CEP170P1
12991361	13125051	18	CEP192
34042985	34099804	20	CEP250
88442793	88535993	12	CEP290
175204828	175254531	4	CEP44
95523129	95565857	11	CEP57
5018	47230	LRG_526	LRG_526
109416313	109485135	6	CEP57L1
138213186	138313380	3	CEP70
12661832	12702776	18	CEP76
26560691	26605299	1	CEP85
62584096	62615309	HG183_PATCH	CEP95
62502706	62538579	17	CEP95
101442769	101489406	3	CEP97
111682249	111727724	1	CEPT1
131174030	131199626	9	CERCAM
182401403	182545392	2	CERKL
150933059	150947479	1	CERS2
100940600	101085200	15	CERS3
169312372	169631644	2	CERS6
66968347	66978999	16	CES2
66995140	67009051	16	CES3
55892484	56002378	HSCHR16_1_CTG3_1	CES5A
55880066	55989943	16	CES5A
151995517	151999321	X	CETN2
151995445	151999249	HG1497_PATCH	CETN2
75327596	75467383	16	CFDP1
196621008	196716634	1	CFH
4868	100494	LRG_47	LRG_47
196788887	196801319	1	CFHR1
5001	17459	LRG_149	LRG_149
196743925	196763203	1	CFHR3
5001	24274	LRG_175	LRG_175
65590493	65629497	11	CFL1
35179593	35184029	14	CFL2
5001	9442	LRG_213	LRG_213
47483612	47489704	X	CFP
5001	11093	LRG_129	LRG_129
88101094	88199035	3	CGGBP1
151482986	151511168	1	CGN
27321757	27341995	2	CGREF1
90965694	90967071	10	CH25H
48541857	48546327	17	CHAD
37757676	37791313	21	CHAF1B
115079988	115092796	HG531_PATCH	CHAMP1
115079988	115092796	13	CHAMP1
75541805	75543410	10	CHCHD1
24108021	24110630	22	CHCHD10
56169262	56174269	7	CHCHD2
132469629	132766848	7	CHCHD3
14153580	14166370	3	CHCHD4
57124245	57131357	8	CHCHD7
98190908	98262240	5	CHD1
7788124	7816078	17	CHD3
21853353	21924285	14	CHD8
53846362	53880417	3	CHDH
125495036	125546150	11	CHEK1
29083731	29138410	22	CHEK2
16628700	16653341	19	CHERP
54875956	54930857	4	CHIC2
867357	915058	11	CHID1
67820326	67888911	11	CHKA
51017378	51039884	22	CHKB
89710839	89724253	16	CHMP1A
11851395	11854448	18	CHMP1B
59062933	59066491	19	CHMP2A
86730554	86948245	2	CHMP3
24678789	24683075	14	CHMP4A
32399110	32442172	20	CHMP4B
82644669	82671750	8	CHMP4C
33264940	33281977	9	CHMP5
78965398	78983317	17	CHMP6
23101150	23119512	8	CHMP7
89934328	89956532	11	CHORDC1
41523037	41574043	15	CHP1
150929575	150935908	7	CHPF2
141521397	141527236	8	CHRAC1
184097861	184108524	3	CHRD
30653443	30686052	15	CHRFAM7A
62676151	62689279	11	CHRM1
32322691	32464722	15	CHRNA7
7348380	7361026	17	CHRNB1
2443223	2474242	7	CHST12
73724123	73773322	10	CHST3
24495595	24765281	18	CHST9
101715928	101792137	15	CHSY1
69151913	69166487	16	CHTF8
153606525	153618782	1	CHTOP
101948055	101989376	10	CHUK
96931870	96939087	2	CIAO1
57462081	57481440	16	CIAPIN1
90773207	90777279	15	CIB1
42772689	42799949	19	CIC
24774302	24780636	14	CIDEB
10971055	11026079	16	CIITA
5001	52786	LRG_49	LRG_49
102808956	102829253	14	CINP
175212750	175260443	2	CIR1
1259384	1274879	19	CIRBP
69166418	69202911	HSCHR16_2_CTG3_1	CIRH1A
69165194	69265033	16	CIRH1A
60028818	60049346	10	CISD1
103790135	103810399	4	CISD2
36886488	36891297	17	CISD3
139693393	139695757	6	CITED2
53029564	53050763	13	CKAP2
113493930	113522254	2	CKAP2L
46764598	46867847	11	CKAP5
103985996	103989448	14	CKB
43985084	43991420	15	CKMT1A
43885252	43897099	15	CKMT1B
154947129	154951725	1	CKS1B
122095352	122407163	2	CLASP1
33537737	33759848	3	CLASP2
45542298	45574214	19	CLASRP
109472130	109506111	1	CLCC1
184063973	184079439	3	CLCN2
170533784	170644824	4	CLCN3
49687225	49863892	X	CLCN5
49732014	49908634	HG1436_HG1432_PATCH	CLCN5
184239220	184241927	4	CLDN22
8559448	8561616	8	CLDN23
73183328	73184600	7	CLDN3
73233955	73235227	HG1257_PATCH	CLDN3
31586324	31588391	21	CLDN8
38723308	38725574	14	CLEC14A
69984810	69998141	16	CLEC18A
74442529	74455368	16	CLEC18B
70207225	70221264	16	CLEC18C
10005583	10022735	12	CLEC2B
45043040	45077563	3	CLEC3B
8685901	8693559	12	CLEC4E
141309609	141349122	4	CLGN
31688317	31697500	HSCHR6_MHC_SSTO	CLIC1
31698358	31707540	6	CLIC1
31685771	31694945	HSCHR6_MHC_COX	CLIC1
31688591	31697781	HSCHR6_MHC_QBL	CLIC1
31737851	31747033	HSCHR6_MHC_MANN	CLIC1
31680530	31689717	HSCHR6_MHC_DBB	CLIC1
31774644	31783827	HSCHR6_MHC_MCF	CLIC1
25071848	25170815	1	CLIC4
157212751	157286183	5	CLINT1
73703805	73820273	7	CLIP2
73754432	73870900	HG1257_PATCH	CLIP2
201717732	201729422	2	CLK1
155248063	155263686	HSCHR1_2_CTG31	CLK2
155232659	155248282	1	CLK2
74890841	74932057	15	CLK3
178029665	178057616	5	CLK4
95648277	95786243	14	CLMN
122943035	123065989	11	CLMP
28477983	28506896	16	CLN3
77564795	77576652	13	CLN5
1703944	1734738	8	CLN8
77225981	77348850	11	CLNS1A
56294070	56413305	4	CLOCK
57416465	57429340	11	CLP1
6361463	6368919	19	CLPP
45457842	45496599	19	CLPTM1
1317859	1345214	5	CLPTM1L
65440557	65477680	15	CLPX
7282294	7311541	12	CLSTN3
36190853	36304778	9	CLTA
175819456	175843570	5	CLTB
27454434	27472548	8	CLU
2592680	2615957	17	CLUH
61969717	62414204	8	CLVS1
24974559	24977471	14	CMA1
22199108	22218608	12	CMAS
81009698	81053875	16	CMC2
6980701	7006766	2	CMPK2
23846017	23848981	14	CMTM5
32522804	32544900	3	CMTM6
37400995	37450603	6	CMTR1
128888327	128902765	3	CNBP
72163051	72188366	18	CNDP2
50058321	50070999	16	CNEP1R1
54893654	54908149	14	CNIH1
224544552	224567161	1	CNIH4
26503894	26516377	1	CNKSR1
11649532	11661138	19	CNN1
1026298	1039068	19	CNN2
95362507	95392834	1	CNN3
101088856	101154087	10	CNNM1
104678050	104849978	10	CNNM2
97481982	97499648	2	CNNM3
97426639	97477628	2	CNNM4
58553855	58663790	16	CNOT1
32726637	32815367	3	CNOT10
70636774	70748773	12	CNOT2
54641444	54659419	19	CNOT3
54641444	54659419	HSCHR19LRC_COX2_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_LRC_I_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_LRC_T_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_LRC_S_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_LRC_J_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_PGF1_CTG1	CNOT3
54641444	54659419	HSCHR19LRC_PGF2_CTG1	CNOT3
135046547	135194875	7	CNOT4
179921412	180005405	5	CNOT6
17086737	17104387	8	CNOT7
40122993	40131428	HG185_PATCH	CNP
40118759	40129749	17	CNP
220036619	220042828	2	CNPPD1
88849583	88876078	6	CNR1
246729746	246831886	1	CNST
40950810	40963605	17	CNTD1
40728115	40732597	19	CNTD2
58390146	58393198	11	CNTF
40834631	40851832	17	CNTNAP1
7835419	7853236	17	CNTROB
43648055	43769316	7	COA1
40947165	40950722	17	COA3
73583712	73588033	11	COA4
99215773	99224978	2	COA5
53152508	53164038	1	COA7
40713485	40718295	17	COASY
51083909	51384515	7	COBL
165510134	165700189	2	COBLL1
71189129	71204646	17	COG1
230778235	230829728	1	COG2
46039060	46110765	13	COG3
70514471	70557468	16	COG4
106842000	107204959	7	COG5
40229764	40365802	13	COG6
69354043	69373570	16	COG8
55015548	55038415	17	COIL
33300827	33330643	HSCHR6_MHC_MCF	COL11A2
