Gene Start (bp)	Gene End (bp)	Chromosome Name	HGNC symbol
134845680	134859737	5	C5orf24
43444252	43483893	5	C5orf28
2752131	2755397	5	C5orf38
179835133	179862173	5	C5orf45
41904188	41921636	5	C5orf51
34587288	34696859	6	C6orf106
169702190	169704856	6	C6orf120
42101118	42142619	6	C6orf132
31111223	31112559	6	C6orf15
4079209	4130951	6	C6orf201
107028213	107051342	6	C6orf203
42890265	42890816	6	C6orf226
31658298	31660772	6	C6orf47
31834608	31839766	6	C6orf48
24704861	24720836	6	C6orf62
42908726	42912305	7	C7orf25
6590017	6608726	7	C7orf26
100154420	100158715	7	C7orf43
996986	1138260	7	C7orf50
139339457	139346319	7	C7orf55
139341360	139422599	7	C7orf55-LUC7L2
135662496	135693418	7	C7orf73
145052378	145056030	8	C8orf33
22599601	22604150	8	C8orf58
85214076	85220421	8	C8orf59
123219957	123241398	8	C8orf76
144525733	144529132	8	C8orf82
128819651	128829821	9	C9orf114
136992418	136993984	9	C9orf142
128160260	128163928	9	C9orf16
74946581	74952886	9	C9orf40
88990863	88996140	9	C9orf47
212824	215741	9	C9orf66
136114581	136118863	9	C9orf69
129827290	129835863	9	C9orf78
71911510	71986054	9	C9orf85
114611206	114646422	9	C9orf91
60149936	60170899	17	CA4
15688830	15788409	X	CA5B
15674932	15703724	X	CA5BP1
60187347	60281412	8	CA8
26840685	26892804	9	CAAP1
230712845	230821075	2	CAB39
24011192	24178628	22	CABIN1
29720084	29731839	22	CABP7
24138956	24161603	18	CABYR
53494656	53813733	3	CACNA1D
66964910	67033398	17	CACNG4
3610641	3626815	19	CACTIN
118674167	118755249	10	CACUL1
115169218	115504957	11	CADM1
43622368	43639839	19	CADM4
53708517	53727745	12	CALCOCO1
48830988	48866522	17	CALCOCO2
103446786	103452402	10	CALHM2
90396502	90408261	14	CALM1
5524009	5526771	10	CALML3
12938578	12944489	19	CALR
128739292	128771807	7	CALU
9757342	9769992	3	CAMK1
73812501	73874591	10	CAMK2G
121237691	121298308	12	CAMKK2
7595902	7618304	19	CAMSAP3
6785324	7769706	1	CAMTA1
4967992	4987652	17	CAMTA2
67269281	67319951	12	CAND1
78991717	79009867	17	CANT1
40040233	40072649	1	CAP1
17393216	17557792	6	CAP2
65180566	65212006	11	CAPN1
240586716	240617705	2	CAPN10
44158811	44184402	6	CAPN11
38730187	38769904	19	CAPN12
527717	554636	16	CAPN15
15206152	15252918	3	CAPN7
36139575	36150353	19	CAPNS1
34051683	34101156	11	CAPRIN1
112619173	112671619	1	CAPZA1
116811070	116922049	7	CAPZA2
19338776	19485539	1	CAPZB
2906141	3043945	7	CARD11
105041326	105101431	11	CARD16
48180770	48255946	19	CARD8
110615460	110639993	13	CARKD
10871513	10923070	19	CARM1
3000922	3057613	11	CARS
110641412	110713603	13	CARS2
21492658	21497262	10	CASC10
40140318	40172183	17	CASC3
44288729	44415758	15	CASC4
40594020	40664342	15	CASC5
2177180	2196525	16	CASKIN1
75500261	75515583	17	CASKIN2
105025443	105035250	11	CASP1
143288215	143307696	7	CASP2
184627696	184649509	4	CASP3
89829894	89874436	6	CASP8AP2
43628503	43668118	15	CATSPER2
91580696	91780707	14	CATSPERB
116524785	116561184	7	CAV1
116287380	116508541	7	CAV2
33490075	33650036	20	CBFA2T2
88874858	88977204	16	CBFA2T3
67029116	67101058	16	CBFB
119206276	119308149	11	CBL
105655461	105869552	3	CBLB
44777869	44800634	19	CBLC
107743697	107761667	7	CBLL1
36134912	36146566	21	CBR3
168863770	169010275	4	CBR4
121038	179147	9	CBWD1
113437691	113496189	2	CBWD2
68232003	68300015	9	CBWD3
65668805	65734041	9	CBWD5
41131306	41199261	9	CBWD7
48070052	48101521	17	CBX1
79778132	79787983	17	CBX2
26201162	26213356	7	CBX3
79833156	79839429	17	CBX4
38861450	38872314	22	CBX6
39120167	39152674	22	CBX7
79792132	79801683	17	CBX8
38656636	38673854	22	CBY1
52345723	52366193	1	CC2D1B
22604632	22621514	8	CCAR2
57512178	57536599	16	CCDC102A
55641062	55653161	19	CCDC106
35658290	35661511	9	CCDC107
109560205	109688726	4	CCDC109B
185445182	185471759	4	CCDC110
115267188	115296831	5	CCDC112
58231157	58283836	16	CCDC113
28772674	28789301	22	CCDC117
46921726	46982010	3	CCDC12
27625639	27629012	2	CCDC121
17933016	17943991	19	CCDC124
23597379	23644708	7	CCDC126
196871	218215	5	CCDC127
13731760	13763296	19	CCDC130
41800679	41826299	22	CCDC134
81666364	81673904	17	CCDC137
74471986	74483408	2	CCDC142
16689537	16777881	17	CCDC144A
18537800	18625617	17	CCDC144B
158171081	158456753	2	CCDC148
24806117	24980204	4	CCDC149
124954121	125041489	11	CCDC15
42756801	42802360	5	CCDC152
36222008	36297840	13	CCDC169
169645425	169694433	2	CCDC173
14651746	14672659	3	CCDC174
32937402	33441101	18	CCDC178
93179919	93278730	1	CCDC18
136803927	136808848	9	CCDC183-AS1
114120862	114174220	10	CCDC186
27733311	27772653	8	CCDC25
138773509	138793319	6	CCDC28A
180602858	180871005	3	CCDC39
44673069	44689779	17	CCDC43
63745250	63776351	17	CCDC47
191329077	191398670	3	CCDC50
102012927	102062149	12	CCDC53
82101460	82212830	17	CCDC57
122359591	122383231	3	CCDC58
82223681	82358805	12	CCDC59
151181052	151224145	5	CCDC69
49162535	49166321	3	CCDC71
32602246	32794658	11	CCDC73
131527675	131533666	2	CCDC74A
130139287	130145134	2	CCDC74B
389273	442645	12	CCDC77
722582	726954	16	CCDC78
96352769	96389923	11	CCDC82
56184123	56386173	2	CCDC85A
65890112	65891635	11	CCDC85B
99500180	99604026	14	CCDC85C
60842071	60851081	11	CCDC86
47255980	47271953	19	CCDC9
83259097	83286407	11	CCDC90B
28133249	28581511	12	CCDC91
117915478	118014133	2	CCDC93
4247079	4269090	19	CCDC94
41310189	41324883	19	CCDC97
31142439	31158238	6	CCHCR1
35983291	35987004	17	CCL14
34255218	34257203	17	CCL2
34709005	34710124	9	CCL21
57358772	57366190	16	CCL22
43376645	43412391	5	CCL28
36088256	36090169	17	CCL3
36194869	36196758	17	CCL3L3
36103590	36105621	17	CCL4
35871491	35880793	17	CCL5
34319036	34321402	17	CCL8
44999475	45076469	7	CCM2
32010450	32032180	20	CCM2L
121816444	121823933	4	CCNA2
59105078	59125045	15	CCNB2
99542380	99568973	6	CCNC
69641087	69654474	11	CCND1
2429394	2458854	16	CCNF
163437569	163446151	5	CCNG1
77157151	77433388	4	CCNG2
99481169	99535044	14	CCNK
157146508	157160760	3	CCNL1
1385711	1399328	1	CCNL2
35247025	35572669	10	CCNY
207711540	207761839	2	CCNYL1
46201709	46208396	3	CCR1
42678889	42683917	17	CCR10
46370854	46376206	3	CCR5
167111807	167139696	6	CCR6
66592821	66606019	11	CCS
90127535	91601913	4	CCSER1
84328586	84518521	10	CCSER2
69585334	69601570	12	CCT2
61868089	61888804	2	CCT4
10249921	10266412	5	CCT5
56051630	56063989	7	CCT6A
34927859	34981078	17	CCT6B
73233420	73253021	2	CCT7
29055805	29073797	21	CCT8
5898725	5926550	7	CCZ1
6794134	6826770	7	CCZ1B
140631728	140633701	5	CD14
832843	839831	11	CD151
7346685	7479897	12	CD163L1
27379176	27383380	1	CD164L2
158289786	158293630	1	CD1C
158353696	158357553	1	CD1E
116754385	116769228	1	CD2
112921209	112975122	3	CD200R1
7739994	7747564	19	CD209
167430640	167518610	1	CD247
66314487	66317044	11	CD248
6444867	6451718	12	CD27
6439001	6451567	12	CD27-AS1
73683966	73714518	15	CD276
47477789	47627263	6	CD2AP
30350766	30355361	16	CD2BP2
74694311	74712978	17	CD300LF
43847148	43863629	17	CD300LG
159768630	159798255	2	CD302
51225064	51243860	19	CD33
207880972	207911402	1	CD34
80369575	80679277	7	CD36
49335171	49343335	19	CD37
118338954	118342744	11	CD3D
118304545	118316175	11	CD3E
118344344	118355161	11	CD3G
6786858	6820808	12	CD4
46118272	46129863	20	CD40
35138870	35232402	11	CD44
160678746	160711851	1	CD48
26317957	26320523	1	CD52
207321508	207386804	1	CD55
60971680	61020377	11	CD6
7579467	7582113	17	CD68
9752486	9760901	12	CD69
150401637	150412929	5	CD74
41877120	41881372	19	CD79A
14117256	14136918	6	CD83
86784610	86808396	2	CD8A
23079349	23086340	20	CD93
111292719	111665750	3	CD96
2691179	2741309	X	CD99
150766337	150898816	X	CD99L2
49247925	49293485	13	CDADC1
42723559	42737126	15	CDAN1
12195965	12250589	10	CDC123
114234887	114272723	13	CDC16
43358955	43363203	1	CDC20
138187648	138213343	5	CDC23
3786772	3806121	20	CDC25B
138285265	138338355	5	CDC25C
113255835	113275589	9	CDC26
47117703	47189422	17	CDC27
531712	542092	19	CDC34
10391134	10420121	19	CDC37
4679559	4708398	9	CDC37L1
110180141	110254275	6	CDC40
102932379	103057462	14	CDC42BPB
64823387	64844569	11	CDC42BPG
37560447	37569405	22	CDC42EP1
65314818	65322429	11	CDC42EP2
151050971	151070325	1	CDC42SE1
19479459	19520612	22	CDC45
44387525	44450426	6	CDC5L
193122017	193253901	1	CDC73
25458997	25507920	8	CDCA2
6844793	6852066	12	CDCA3
105009573	105021148	14	CDCA4
65066300	65084164	11	CDCA5
21900900	21946084	7	CDCA7L
37692418	37709719	1	CDCA8
68737225	68835548	16	CDH1
64943753	65126112	16	CDH11
82626803	83800640	16	CDH13
71396934	71815947	10	CDH23
68636189	68722616	16	CDH3
66366622	66404786	16	CDH5
60778331	60794852	10	CDK1
1702730	1724324	1	CDK11A
1635227	1659012	1	CDK11B
39461511	39564907	17	CDK12
39950037	40097134	7	CDK13
110609978	110815958	6	CDK19
87966441	87974753	9	CDK20
67506497	67508649	11	CDK2AP2
57747727	57756013	12	CDK4
33358839	33401561	20	CDK5RAP1
47967810	47981774	17	CDK5RAP3
92604921	92836594	7	CDK6
69234795	69277430	5	CDK7
127785679	127790787	9	CDK9
36676460	36687339	6	CDKN1A
12715058	12722371	12	CDKN1B
21967753	21995301	9	CDKN2A
183444591	183448198	4	CDKN2AIP
22002903	22009363	9	CDKN2B
21994778	22121097	9	CDKN2B-AS1
54396849	54420218	14	CDKN3
125955796	126063335	11	CDON
22345936	22437165	16	CDR2
74987632	75005800	17	CDR2L
15436015	15503608	17	CDRT4
5126786	5197887	20	CDS2
80597906	80804329	16	CDYL2
33299934	33302564	19	CEBPA
47736909	47739086	8	CEBPD
47465944	47565569	11	CELF1
72284727	72320129	15	CELF6
109250019	109275750	1	CELSR2
2530035	2531417	16	CEMP1
3783851	3786690	20	CENPB
58573503	58599801	19	CENPBD1P1
214603195	214664588	1	CENPF
24882284	24922889	13	CENPJ
81006498	81033114	16	CENPN
24793136	24822376	2	CENPO
92325484	92620533	9	CENPP
3812081	3857214	1	CEP104
65635538	66192084	17	CEP112
81189593	81222999	17	CEP131
117314557	117413268	11	CEP164
243124428	243255348	1	CEP170
104865280	104896770	14	CEP170B
118467590	118554204	4	CEP170P1
12991362	13125052	18	CEP192
35455164	35519280	20	CEP250
88049014	88142216	12	CEP290
93661639	93730358	11	CEP295
174283677	174333380	4	CEP44
95789965	95832693	11	CEP57
109095110	109163932	6	CEP57L1
138494344	138594538	3	CEP70
12661833	12702777	18	CEP76
26234153	26279038	1	CEP85
64506588	64542461	17	CEP95
101723925	101770562	3	CEP97
111139627	111185102	1	CEPT1
128411751	128437351	9	CERCAM
181536676	181680665	2	CERKL
150960583	150975004	1	CERS2
100400395	100544995	15	CERS3
168455862	168775137	2	CERS6
66934444	66945096	16	CES2
66961237	66975148	16	CES3
55846154	55956031	16	CES5A
152826973	152830777	X	CETN2
185159665	185209504	4	CFAP97
75293698	75433485	16	CFDP1
196651878	196747504	1	CFH
196819757	196832189	1	CFHR1
196774795	196795406	1	CFHR3
65823022	65862026	11	CFL1
34706769	34714823	14	CFL2
47624213	47630305	X	CFP
88051944	88149885	3	CGGBP1
151510510	151538692	1	CGN
27098889	27119115	2	CGREF1
89205629	89207314	10	CH25H
50464496	50468966	17	CHAD
36385378	36419015	21	CHAF1B
114314513	114327328	13	CHAMP1
73782047	73783652	10	CHCHD1
23765834	23768443	22	CHCHD10
56101569	56106576	7	CHCHD2
132784868	133082088	7	CHCHD3
14112077	14124870	3	CHCHD4
56211686	56218798	8	CHCHD7
98853985	98928957	5	CHD1
7884806	7912760	17	CHD3
21385194	21456126	14	CHD8
53812335	53846390	3	CHDH
125625136	125676255	11	CHEK1
28687743	28742422	22	CHEK2
16517889	16542530	19	CHERP
54009789	54064690	4	CHIC2
867860	915058	11	CHID1
68052859	68121444	11	CHKA
50578949	50601455	22	CHKB
89644431	89657845	16	CHMP1A
11851396	11854449	18	CHMP1B
58551566	58555124	19	CHMP2A
86503431	86563479	2	CHMP3
24209583	24213869	14	CHMP4A
33811304	33854366	20	CHMP4B
81732434	81759515	8	CHMP4C
33264879	33282069	9	CHMP5
80991598	81009517	17	CHMP6
23243637	23262000	8	CHMP7
90201160	90223364	11	CHORDC1
41230839	41281890	15	CHP1
151232489	151238827	7	CHPF2
2403560	2448483	7	CHST12
71964365	72013564	10	CHST3
26906481	27185317	18	CHST9
101175723	101251932	15	CHSY1
69118010	69132584	16	CHTF8
153633982	153646306	1	CHTOP
100188298	100229619	10	CHUK
96266132	96273349	2	CIAO1
57428169	57447528	16	CIAPIN1
150282543	150287093	1	CIART
90229975	90234047	15	CIB1
42268537	42295797	19	CIC
24305096	24311430	14	CIDEB
10877198	10932281	16	CIITA
102341102	102362916	14	CINP
174348022	174395715	2	CIR1
1259384	1274880	19	CIRBP
58269058	58289586	10	CISD1
102868978	102889242	4	CISD2
38730235	38735044	17	CISD3
139371807	139374620	6	CITED2
52455429	52476628	13	CKAP2
112736607	112764677	2	CKAP2L
46743048	46846308	11	CKAP5
103519659	103523111	14	CKB
43692886	43699222	15	CKMT1A
43593054	43604901	15	CKMT1B
154974653	154979249	1	CKS1B
121337776	121649587	2	CLASP1
33496245	33718356	3	CLASP2
45039040	45070956	19	CLASRP
108929508	108963457	1	CLCC1
184346185	184361651	3	CLCN2
169612633	169723673	4	CLCN3
49922615	50099235	X	CLCN5
183318194	183320774	4	CLDN22
8701938	8704106	8	CLDN23
73768997	73770270	7	CLDN3
30214006	30216073	21	CLDN8
38254103	38256369	14	CLEC14A
69950705	69964452	16	CLEC18A
74408270	74421953	16	CLEC18B
70173322	70187361	16	CLEC18C
9852984	9870136	12	CLEC2B
45001548	45036071	3	CLEC3B
8533305	8540963	12	CLEC4E
140388455	140427968	4	CLGN
31730581	31739763	6	CLIC1
24745357	24844324	1	CLIC4
157785743	157859175	5	CLINT1
74289475	74405943	7	CLIP2
200853009	200864744	2	CLK1
155262868	155278491	1	CLK2
74598500	74645414	15	CLK3
178602664	178630615	5	CLK4
95181940	95319906	14	CLMN
123069865	123195281	11	CLMP
28477279	28495575	16	CLN3
76990660	77002517	13	CLN5
1755778	1786572	8	CLN8
77514936	77637805	11	CLNS1A
55427903	55547138	4	CLOCK
57648992	57661868	11	CLP1
6361452	6368908	19	CLPP
44954585	44993341	19	CLPTM1
1317744	1345099	5	CLPTM1L
65148219	65185342	15	CLPX
7129698	7158945	12	CLSTN3
36190856	36304781	9	CLTA
176392455	176416569	5	CLTB
27596917	27615031	8	CLU
2689386	2712663	17	CLUH
61057158	61501645	8	CLVS1
24505353	24508265	14	CMA1
22046174	22065674	12	CMAS
80966448	81020270	16	CMC2
6840570	6866635	2	CMPK2
23376808	23379772	14	CMTM5
32481312	32503408	3	CMTM6
37433219	37482827	6	CMTR1
129169484	129183922	3	CNBP
74495816	74523454	18	CNDP2
50024410	50037088	16	CNEP1R1
54423560	54441431	14	CNIH1
224356850	224379459	1	CNIH4
26177403	26189886	1	CNKSR1
11538717	11550323	19	CNN1
1026581	1039068	19	CNN2
94896949	94927278	1	CNN3
99329099	99394330	10	CNNM1
102918293	103090221	10	CNNM2
96816245	96833911	2	CNNM3
96760902	96811891	2	CNNM4
58519951	58629886	16	CNOT1
32685145	32773875	3	CNOT10
70242994	70354993	12	CNOT2
54137728	54155681	19	CNOT3
135361795	135510127	7	CNOT4
180494412	180578405	5	CNOT6
17224964	17246878	8	CNOT7
41966741	41977731	17	CNP
219171897	219178106	2	CNPPD1
88139864	88166359	6	CNR1
246566444	246668584	1	CNST
42798792	42811587	17	CNTD1
40222208	40226690	19	CNTD2
58622673	58625733	11	CNTF
42682613	42699814	17	CNTNAP1
7932101	7949918	17	CNTROB
43608456	43729717	7	COA1
42795147	42798704	17	COA3
73872667	73876988	11	COA4
98599310	98608515	2	COA5
52684451	52698366	1	COA7
42561467	42566277	17	COASY
51016212	51316818	7	COBL
164653624	164843679	2	COBLL1
73192632	73208507	17	COG1
230642489	230693982	1	COG2
45464898	45536630	13	COG3
70480568	70523565	16	COG4
107201555	107564514	7	COG5
39655627	39791665	13	COG6
69320140	69339667	16	COG8
56938187	56961054	17	COIL
33162681	33192499	6	COL11A2
120059780	120372036	8	COL14A1
104031286	104086002	10	COL17A1
50183289	50201632	17	COL1A1
94394561	94431232	7	COL1A2
188974320	189012746	2	COL3A1
110148963	110307149	13	COL4A1
110305812	110513027	13	COL4A2
75368486	75512138	5	COL4A3BP
108439844	108697545	X	COL4A5
108155607	108439497	X	COL4A6
134641774	134844843	9	COL5A1
189031896	189179879	2	COL5A2
9959561	10010471	19	COL5A3
45981737	46005050	21	COL6A1
46098097	46132849	21	COL6A2
237324003	237414375	2	COL6A3
130560334	130678155	3	COL6A6
48564073	48595267	3	COL7A1
22315974	22320308	10	COMMD3
75335891	75343224	15	COMMD4
144841042	144853736	8	COMMD5
75525219	75549439	13	COMMD6
32702691	32743997	20	COMMD7
47450796	47463719	4	COMMD8
36269284	36289449	11	COMMD9
19941607	19969975	22	COMT
14443440	14500027	11	COPB1
139355600	139389732	3	COPB2
18899514	18919397	19	COPE
129249606	129277773	3	COPG1
31851864	31859337	17	COPRS
49106068	49155661	15	COPS2
17246820	17281293	17	COPS3
83034447	83075818	4	COPS4
67043079	67083783	8	COPS5
100088954	100092200	7	COPS6
6723741	6731875	12	COPS7A
231781671	231809254	2	COPS7B
237085312	237100466	2	COPS8
48026167	48038030	17	COPZ2
56266858	56270966	12	COQ10A
197453423	197475308	2	COQ10B
120503274	120534434	12	COQ5
73949926	73963670	14	COQ6
57447425	57461275	16	COQ9
30182827	30189076	16	CORO1A
67435510	67443821	11	CORO1B
4354542	4425705	16	CORO7
14069496	14208677	17	COX10
54951902	54968785	17	COX11
50111979	50120457	12	COX14
99711844	99732100	10	COX15
70325081	70359731	14	COX16
119654513	119677454	3	COX17
73052362	73069755	4	COX18
898778	975599	7	COX19
244835322	244845057	1	COX20
85798633	85807044	16	COX4I1
74919791	74938168	15	COX5A
97646040	97648383	2	COX5B
35648223	35658861	19	COX6B1
36150922	36152869	19	COX7A1
75237675	75250323	6	COX7A2
77899438	77907373	X	COX7B
86617904	86620962	5	COX7C
63974607	63976543	11	COX8A
130380339	130388114	7	CPA1
148865256	148897196	3	CPA3
30378905	30469989	17	CPD
92046692	92291087	10	CPEB3
35626031	35664956	20	CPNE1
57092537	57148367	16	CPNE2
86484830	86561498	8	CPNE3
98521132	98593723	3	CPOX
96645227	97149654	8	CPQ
144393229	144409349	8	CPSF1
92121937	92172145	14	CPSF2
9423568	9473101	2	CPSF3
1311585	1324691	1	CPSF3L
99438922	99457371	7	CPSF4
69239537	69274358	12	CPSF6
61402641	61430031	11	CPSF7
68754620	68844410	11	CPT1A
53196429	53214197	1	CPT2
1324756	1328897	1	CPTP
2794069	2800637	20	CPXM1
123706207	123940267	10	CPXM2
8592660	8619759	4	CPZ
207496147	207640647	1	CR1
826144	831991	11	CRACR2B
93677375	93894840	12	CRADD
129094810	129111189	9	CRAT
3148992	3179710	3	CRBN
66114604	66154568	7	CRCP
207529737	207603431	2	CREB1
35732320	35737007	9	CREB3
46277661	46321422	11	CREB3L1
12611827	12645108	12	CREBL2
173056352	173139284	5	CREBRF
85659708	85682908	11	CREBZF
49918167	49927540	22	CRELD2
45784280	45835828	17	CRHR1
45620328	45655156	17	CRHR1-IT1
105486317	105488947	14	CRIP1
105472962	105480170	14	CRIP2
1391552	1395989	4	CRIPAK
74984515	75034558	8	CRISPLD1
1420689	1463162	17	CRK
20917426	20953749	22	CRKL
30769388	30824776	17	CRLF3
6006090	6040053	20	CRLS1
20034368	20056046	20	CRNKL1
33113979	33147773	3	CRTAP
153947669	153958625	1	CRTC2
90529925	90645345	15	CRTC3
106991364	107093829	12	CRY1
45847118	45883248	11	CRY2
97822040	97944963	3	CRYBG3
151428835	151440813	7	CRYGN
74705482	74733408	1	CRYZ
33589341	33643926	21	CRYZL1
56271699	56300392	12	CS
49046246	49096960	20	CSE1L
150053291	150113372	5	CSF1R
43138486	43185308	10	CSGALNACT2
74782057	74803198	15	CSK
149492197	149551552	5	CSNK1A1
82239023	82273731	17	CSNK1D
38290691	38398522	22	CSNK1E
64165517	64356259	15	CSNK1G1
1941149	1981338	19	CSNK1G2
473591	543821	20	CSNK2A1
58157907	58197920	16	CSNK2A2
11351942	11353357	11	CSNK2A3
31665236	31670343	6	CSNK2B
67062426	67196263	8	CSPP1
39141855	39154562	3	CSRNP1
51061205	51083664	12	CSRNP2
201483530	201509456	1	CSRP1
18138118	18188387	20	CSRP2BP
23626706	23638473	20	CST3
56392371	56406369	20	CSTF1
51695487	51699591	10	CSTF2T
71110244	71115494	15	CT62
143571801	143574387	7	CTAGE15
144183466	144186053	7	CTAGE4
143755089	143757696	7	CTAGE6
131708684	131711017	6	CTAGE9
1211448	1249953	4	CTBP1
124984317	125161170	10	CTBP2
84549606	84574480	1	CTBS
67562407	67639183	16	CTCF
7243591	7252491	17	CTDNEP1
79679801	79756623	18	CTDP1
37861960	37984469	3	CTDSPL
44427234	44529038	15	CTDSPL2
131948176	131951373	6	CTGF
103371515	103382997	8	CTHRC1
48539046	48863217	18	CTIF
138610967	138935034	5	CTNNA1
41194837	41260096	3	CTNNB1
37693955	37872129	20	CTNNBL1
57753243	57819546	11	CTNND1
3636468	3661542	17	CTNS
40979335	41012565	1	CTPS1
16588003	16712936	X	CTPS2
10750987	10779743	11	CTR9
11842524	11869448	8	CTSB
1752752	1763992	11	CTSD
24573522	24576260	14	CTSG
150796208	150808323	1	CTSK
58995185	59007247	20	CTSZ
70398404	70436584	11	CTTN
117710651	117874139	7	CTTNBP2
112396181	112463456	1	CTTNBP2NL
57861243	57955323	17	CUEDC1
102423245	102432661	10	CUEDC2
148697914	148801036	7	CUL1
35008551	35090642	10	CUL2
224470150	224585397	2	CUL3
113208193	113267108	13	CUL4A
120524609	120575794	X	CUL4B
108008733	108107776	11	CUL5
43037617	43053945	6	CUL7
43182175	43224587	6	CUL9
33416442	33418317	6	CUTA
99702558	99756134	10	CUTC
101815904	102283957	7	CUX1
122832149	122850793	10	CUZD1
94962622	94973612	11	CWC15
179944876	180007113	2	CWC22
38800434	38825481	17	CWC25
64768930	65018763	5	CWC27
100232298	100267680	10	CWF19L1
107326345	107457844	11	CWF19L2
57372458	57385048	16	CX3CL1
39263494	39281735	3	CX3CR1
17512382	17593579	21	CXADR
73869393	73871242	4	CXCL1
76021117	76023497	4	CXCL10
76033682	76041415	4	CXCL11
44370165	44386493	10	CXCL12
135570679	135579279	5	CXCL14
4733526	4739922	17	CXCL16
74097035	74099293	4	CXCL2
74036589	74038807	4	CXCL3
73740506	73743716	4	CXCL8
71615916	71618517	X	CXCR3
136114349	136118165	2	CXCR4
45940933	45948353	3	CXCR6
45148374	45200901	X	CXorf36
149540355	149550510	X	CXorf40A
149929527	149938811	X	CXorf40B
106611930	106679442	X	CXorf57
50282343	50288304	18	CXXC1
139647299	139683882	5	CXXC5
61348745	61362299	11	CYB561A3
109494052	109502932	1	CYB561D1
50350695	50358460	3	CYB561D2
74250847	74292016	18	CYB5A
69424525	69466266	16	CYB5B
7857746	7862282	17	CYB5D1
7665100	7677222	11	CYB5R2
42617840	42649568	22	CYB5R3
144095027	144097525	8	CYC1
25120091	25125361	7	CYCS
22867052	22981063	15	CYFIP1
76527356	76551175	17	CYGB
144449582	144465677	8	CYHR1
50742050	50801935	16	CYLD
32038265	32041670	6	CYP21A2
14877440	14892252	11	CYP2R1
41193049	41207539	19	CYP2S1
46549580	46652830	6	CYP39A1
