Start	End	Chromosome	Symbol
52070156	52070387	13	SNRPGP11
52126725	52126803	13	MIR4703
62584096	62615309	HG183_PATCH	CEP95
52139548	52139645	13	RNU6-65P
52160560	52160668	13	RNY1P6
52168057	52168351	13	RN7SL413P
52172552	52173596	13	ATP5F1P1
52378433	52387356	13	RP11-327P2.5
52482354	52484757	13	CTAGE3P
52540878	52541285	13	FABP5P2
62385676	62386050	HG183_PATCH	AC016489.1
52741844	52865692	13	RP11-248G5.8
62467518	62467623	HG183_PATCH	Y_RNA
62502429	62502530	HG183_PATCH	hsa-mir-1273e
62539910	62540007	HG183_PATCH	AC234063.1
62568883	62569149	HG183_PATCH	AC138744.2
62578133	62578199	HG183_PATCH	MIR3064
18884700	18965897	21	CXADR
62578574	62578673	HG183_PATCH	MIR5047
62608135	62608217	HG183_PATCH	AC009994.1
52741844	52768600	13	MRPS31P5
13726659	13764557	18	RNMT
139098179	139137687	HG998_1_PATCH	QSOX2
44388353	44500123	18	PIAS2
52793479	52908412	13	TPTE2P2
49447853	49660066	15	GALK2
139173226	139198747	HG998_1_PATCH	WI2-2610K16.1
139141817	139143051	HG998_1_PATCH	WI2-1959D15.1
18965971	18985265	21	BTG3
28739333	28740266	21	EIF4A1P1
41052795	41053072	15	SUMO2P15
28792699	28793342	21	RPL10P1
28864437	28864580	21	NCSTNP1
29011012	29025810	21	AP001607.1
41128006	41136585	15	RP11-532F12.5
41062159	41064643	15	C15orf62
44165625	44176065	20	EPPIN-WFDC6
29094698	29123552	21	LINC00113
41167511	41167608	15	AC025166.1
50712672	51421329	HG186_PATCH	DOCK3
41199009	41201540	15	RP11-540O11.1
29327240	29357614	21	AJ006995.3
41240934	41241067	15	ISCA1P4
29385682	29395552	21	LINC00314
41291472	41297063	15	RP11-540O11.6
41303795	41305498	15	RP11-540O11.7
29420733	29509930	21	AL035610.1
41309005	41320091	15	RP11-540O11.4
51422478	51426828	HG186_PATCH	MANF
41401076	41401376	15	CYCSP2
44179792	44207965	20	WFDC8
63334831	63364114	15	TPM1
41455360	41456572	15	FAM92A1P1
41484165	41484463	15	RN7SL497P
51428699	51435339	HG186_PATCH	RBM15B
44236578	44259907	20	WFDC9
19161284	19191703	21	C21orf91
41576188	41601901	15	OIP5-AS1
145202919	145316830	HG243_PATCH	MROH1
30359002	30359249	18	RP11-57G22.1
30413417	30518280	18	RP11-746B8.1
30534039	30537962	18	RP11-680N20.1
31132087	31158151	18	RP11-258B16.1
31581662	31581763	18	Y_RNA
31802929	31804725	18	RP11-379L18.1
32153951	32154487	18	RP11-115P21.1
32317759	32347627	18	RP11-138H11.1
32399910	32399995	18	AC068506.1
32860831	32870165	18	RP11-158H5.7
32870246	32890730	18	ZNF271
32963318	32963989	18	RP11-322E11.1
33023833	33047052	18	RP11-322E11.5
33175865	33177563	18	RP11-712P20.2
33296334	33297942	18	RP11-873E20.1
91073157	91188577	15	CRTC3
33421723	33422581	18	NRBF2P1
33484781	33484889	18	MIR187
145317005	145346273	HG243_PATCH	BOP1
33514051	33514105	18	MIR3929
41099284	41106767	15	ZFYVE19
33531766	33546081	18	RP11-905K4.1
33759959	33767411	18	RP11-49I11.1
33853537	33854562	18	RP11-49I11.2
33858698	33859082	18	RP11-49I11.3
54967427	54979518	20	CSTF1
34222576	34222647	18	SNORD112
34481909	34503777	18	RP11-58G13.1
34814082	34816205	18	RP11-95O2.1
19273580	19639690	21	CHODL
51433298	51537425	HG186_PATCH	VPRBP
34823739	34827179	18	RP11-95O2.5
34853669	34856535	18	RP11-797E24.3
35237098	35237178	18	MIR4318
35252652	35253139	18	RP11-19F9.1
36235173	36267962	18	RP11-687D19.1
36596011	36596308	18	RN7SKP182
36613971	36614074	18	RNU6-706P
52908430	52916031	13	RP13-444H2.1
145321463	145323384	HG243_PATCH	SCXA
36786888	37380282	18	LINC00669
52974139	52974234	13	RNY4P24
53058296	53058815	13	LINC00345
44258165	44259835	20	WFDC10A
36914836	36915639	18	RPL7AP66
53063128	53073440	13	RP11-78J21.4
41635278	41636423	15	RP11-16O9.2
37256685	37256743	18	MIR5583-1
41740940	41741042	15	RNU6-1169P
22892005	23006016	15	CYFIP1
41849225	41849633	15	TCEB1P2
37258484	37258586	18	RNU6-1242P
37421138	37504804	18	RP11-636O21.1
44277202	44298909	20	WFDC11
53063128	53161222	13	TPTE2P3
41901664	41904925	15	RP11-380D11.2
37646250	37679197	18	RP11-653G8.2
41983783	41983876	15	MIR626
37723890	37724468	18	RPL17P45
42010568	42010870	15	RP11-107F6.4
38052785	38052846	18	RNU7-145P
42062954	42064930	15	RP11-107F6.3
42117297	42120134	15	RP11-23P13.4
44313292	44333658	20	WFDC10B
21878	21950	GL000231.1	CT867977.1
39047395	39212149	18	RP11-142I20.1
19641433	19858197	21	TMPRSS15
42144111	42144227	15	RNA5SP393
42158693	42158749	15	MIR4310
78285747	78287631	15	RP11-114H24.6
42184991	42190773	15	RP11-23P13.6
44330655	44337456	20	WFDC13
78330873	78330937	15	MIR1827
78383514	78383639	15	SNORA63
39369127	39369360	18	RP11-188I24.1
42188137	42189031	15	RP11-23P13.7
39399018	39399386	18	AC011225.1
78433585	78435515	15	RP11-285A1.1
42213615	42221081	15	CTD-2382E5.4
44350990	44354469	20	SPINT4
39669276	39669716	18	RP11-115N12.1
42264961	42291292	15	CTD-2382E5.1
78542844	78556498	15	RP11-762H8.3
42298330	42302315	15	CTD-2382E5.2
78573292	78574532	15	RP11-762H8.4
78582869	78583563	15	RP11-762H8.2
145346494	145369625	HG243_PATCH	HSF1
78585628	78588391	15	RP11-762H8.1
78674915	78675497	15	RP11-5O23.1
78772399	78774162	15	RP11-650L12.1
78881465	78883618	15	RP11-650L12.2
39739247	40271387	18	LINC00907
78918237	78920535	15	RP11-335K5.2
51579011	51701025	HG186_PATCH	RAD54L2
2639041	2644865	20	IDH3B
53191693	53211581	13	MRPS31P4
78952986	79027837	15	RP11-160C18.2
44497455	44627658	18	KATNAL2
44376583	44420571	20	WFDC3
53384179	53384274	13	MIR759
53394632	53395153	13	PPIAP26
53720674	53725943	13	LINC01065
53774116	53776547	13	PCDH8P1
54987168	55034396	20	CASS4
53832212	53832505	13	RN7SL618P
53941980	53942091	13	AL450423.1
78953389	78953918	15	RPL18P11
54389554	54450254	13	LINC00558
79044449	79045715	15	RP11-160C18.4
54689924	54707001	13	LINC00458
79155589	79156071	15	RPL21P116
29488413	29600986	21	AL035610.2
54690611	54690986	13	RP11-168P6.2
79191182	79191278	15	RNU6-415P
42491768	42491864	15	MIR627
79271231	79278268	15	RP11-16K12.1
55014839	55015450	13	RPL13AP25
42500611	42519188	15	RP11-546B15.1
22370633	22915650	21	NCAM2
79406635	79406701	15	AC069082.1
55380002	55380092	13	AL512655.1
29811667	30047170	21	AF131217.1
42605885	42606584	15	RP11-546B15.2
55748589	55748683	13	MIR5007
56573334	56574582	13	HNF4GP1
56788507	56791076	13	SPATA2P1
29911640	29912677	21	LINC00161
57133758	57133859	13	snoU13
79484049	79576287	15	RP11-17L5.4
57459418	57459736	13	RN7SKP6
57747587	57747766	13	PRR20FP
30115530	30115613	21	RNU6-872P
57778513	57778933	13	MTCO2P3
30259602	30261594	21	HSPD1P7
41107650	41120907	15	PPP1R14D
57888873	57890043	13	SLC25A5P4
30274101	30276019	21	THUMPD1P1
30369934	30370354	21	RPL23P2
79502130	79502213	15	MIR184
42640301	42704515	15	RP11-164J13.1
30396576	30397211	21	RP1-100J12.1
79528674	79529548	15	HNRNPCP3
57965305	57965652	13	RPL31P53
30430394	30432416	21	AF129075.5
58565484	58565598	13	RNA5SP30
79631072	79631156	15	AC027811.1
58785831	58807251	13	LINC00374
30500022	30500509	21	RPL12P9
79705700	79706228	15	RP11-358L4.1
30511604	30511705	21	Y_RNA
59101789	59101885	13	RNY4P29
30552747	30552960	21	U3
59102749	59105160	13	CTAGE16P
79851598	79852646	15	RP11-621H8.2
30554348	30560116	21	AF124730.4
145371194	145381813	HG243_PATCH	DGAT1
59325181	59326367	13	DNAJA1P1
79960684	79961158	15	RP11-621H8.1
59584466	59584738	13	HMGN2P39
49619159	49913128	15	FAM227B
59645596	59645937	13	POLR3KP1
30565801	30660526	21	LINC00189
80035653	80035810	15	RP11-591L14.2
59836814	59837525	13	RPP40P2
60054204	60054266	13	RNU7-88P
80044031	80044391	15	RP11-591L14.1
60586885	60618491	13	DIAPH3-AS1
60608601	60608896	13	RN7SL375P
60718832	60727639	13	DIAPH3-AS2
13824154	13826861	18	MC5R
60880488	60881381	20	RP11-157P1.4
60761872	60761964	13	RNY4P28
60788486	60789080	13	LINC00434
60907543	60907613	20	MIR4758
60848910	60850140	13	TARDBPP2
61026838	61026919	13	AL354764.1
60928051	60931536	20	RP11-157P1.5
61187742	61187868	13	RNA5SP31
61211022	61212231	13	EIF4A1P6
34318405	34319653	9	SERPINH1P1
61259333	61268662	13	LINC00378
13882043	13915706	18	MC2R
34389941	34390049	9	Y_RNA
61004604	61006568	20	RP5-908M14.5
34478620	34478903	9	RN7SKP24
61363694	61363795	13	RNY3P5
61052926	61053650	20	RP13-379O24.3
34521525	34524239	9	RP11-296L22.8
63413999	63434260	15	LACTB
61390831	61390923	13	RNY4P31
61088965	61091152	20	RP13-379O24.2
61491176	61494141	13	RP11-196P2.1
34546522	34546994	9	RP11-296L22.7
61773932	61774014	13	MIR3169
30594642	30595578	21	GAPDHP14
62334417	62334509	13	AL596329.1
62379283	62379809	13	RAC1P8
61141550	61148733	20	C20orf166-AS1
34568013	34582827	9	CNTFR-AS1
30723955	30734215	21	BACH1-IT1
62501223	62501405	13	RP11-429G17.2
62578226	62603681	13	LINC00358
91260558	91358859	15	BLM
30731323	30731774	21	AP000240.9
61151510	61151586	20	MIR1-1
62798230	62824080	13	LINC01075
34661900	34666026	9	RP11-195F19.30
61162119	61162220	20	MIR133A2
34665662	34681295	9	RP11-195F19.9
61169878	61170591	20	RPL7P3
62895438	62896531	13	LINC01074
39850554	39850680	18	RNA5SP454
41412124	41412230	18	RNU6-443P
62897790	62902966	13	LINC00459
61172797	61174714	20	WI2-87327B8.1
41619436	41620105	18	AC083760.1
26957968	26979829	21	MRPL39
34832292	34838583	9	FAM205B
62902121	62902517	13	RPL32P28
41651548	41651666	18	RNA5SP455
61265033	61266856	20	RP13-30A9.1
41900765	41902222	18	KRT8P5
61265124	61267214	20	RP13-30A9.2
145387965	145391184	HG243_PATCH	SCRT1
62980191	62981049	13	SQSTM1P1
41903401	42111662	18	CTC-782O7.1
63246418	63306492	13	LINC00448
61294371	61298076	20	RP11-93B14.5
42256892	42259682	18	RP11-456K23.1
63757234	63801189	13	LINC00376
34889061	34895775	9	FAM205CP
42550047	42550131	18	MIR4319
14057456	14132489	18	ZNF519
64241814	64312151	13	LINC00395
42710530	42761312	18	RP11-846C15.2
61326376	61331832	20	LINC00686
64316498	64316945	13	OR7E156P
61363918	61366699	20	RP11-93B14.4
64322132	64325213	13	RP11-473M10.3
57570240	57582302	20	CTSZ
61405480	61406764	20	LINC00659
43003729	43063183	18	RP11-309E23.2
34917172	34918293	9	GLULP4
64357934	64358037	13	RNU6-81P
61431979	61436939	20	OGFR-AS1
145407122	145410512	HG243_PATCH	TMEM249
55043647	55093943	20	RTFDC1
64385147	64385741	13	PPP1R2P10
34922181	34922918	9	YWHAZP6
61476490	61477543	20	DPH3P1
35010700	35011282	9	SYF2P2
35049268	35049558	9	RN7SL338P
64402973	64418258	13	RP11-394A14.2
43063310	43109820	18	RP11-749H17.1
61503602	61504428	20	ARF4P2
35096375	35098138	9	RP11-182N22.8
30742340	30743547	21	BACH1-AS1
35147407	35149181	9	RP11-182N22.7
64411166	64411589	13	OR7E104P
30742944	30746029	21	BACH1-IT2
43087167	43130148	18	RP11-749H17.2
61640735	61716423	20	RP11-305P22.9
64411428	64412164	13	RP11-394A14.4
80050891	80051104	15	RP11-38G5.3
43226118	43227895	18	RP11-116O18.1
30761707	30761810	21	snoU13
64549584	64550555	13	NFYAP1
30868367	30872706	21	BACH1-IT3
80109691	80109792	15	RNU6-667P
43249332	43327180	18	RP11-116O18.3
41136216	41150405	15	SPINT1
64560504	64650144	13	LINC00355
31029726	31030151	21	RP11-313P22.1
80124808	80125896	15	RP11-38G5.2
61665569	61668380	20	LINC00029
80135889	80136646	15	RP11-38G5.4
43368495	43368632	18	RP11-618K16.4
65532229	65533528	13	LGMNP1
43569619	43569911	18	RN7SKP26
31120494	31136321	21	GRIK1-AS1
80236840	80237920	15	RP11-81A1.3
61669363	61685215	20	LINC01056
43608272	43609795	18	RP11-8H2.1
43656970	43657065	18	Y_RNA
80276493	80278066	15	RP11-81A1.8
65883987	65885085	13	STARP1
43701581	43701687	18	RNU6-1278P
61726845	61733671	20	HAR1B
44302938	44303186	18	RP11-742D12.1
80282247	80282948	15	AC015871.1
35406752	35483026	9	ATP8B5P
31462035	31470154	21	AF096876.1
80434400	80434469	15	SNORD112
44336450	44340307	18	RP11-742D12.2
31581469	31584101	21	LINC00307
66362064	66362896	13	HNRNPA3P5
61733483	61735738	20	HAR1A
80458265	80459322	15	RP11-2E17.2
66438305	66438398	13	AL354775.1
31635698	31636199	21	RPL8P2
44383187	44383857	18	RP11-687F6.1
80487826	80544555	15	RP11-2E17.1
66440306	66452351	13	LINC01052
61758847	61760811	20	RP5-963E22.5
44432595	44433845	18	RP11-687F6.4
66540462	66540561	13	MIR548X2
61798149	61812255	20	RP5-963E22.4
66792382	66792456	13	MIR4704
44603732	44617651	18	RP11-49K24.4
61809852	61809938	20	MIR124-3
66843129	66844590	13	TRIM60P19
44632317	44634433	18	RP11-49K24.8
2673524	2740753	20	EBF4
61870131	61870194	20	MIR3196
80555410	80634147	15	LINC00927
66878003	66897693	13	PCDH9-AS1
61918160	61918218	20	MIR4326
67204847	67204908	13	RNU7-87P
61968691	61968801	20	RNU6-994P
67399301	67489163	13	PCDH9-AS2
61991340	62002529	20	RP11-261N11.8
35449745	35450349	9	ZFAND6P1
67551564	67559908	13	PCDH9-AS3
35507561	35507870	9	RPL36AP33
67565018	67576139	13	PCDH9-AS4
35592783	35592948	9	RP11-156G14.6
62079404	62080682	20	RP11-358D14.2
67840977	67841838	13	RPSAP53
35608091	35608156	9	MIR4667
42719789	42719895	15	RNU6-188P
62133640	62136464	20	RP4-697K14.3
35642511	35643514	9	RP11-331F9.3
67946519	67954108	13	LINC00364
42824065	42825038	15	RP11-265N6.1
57594309	57601709	20	TUBB1
35646267	35647096	9	RP11-331F9.4
68364539	68364926	13	BCRP9
62258580	62260177	20	CTD-3184A7.4
42859229	42862192	15	RP11-265N6.2
35657748	35658015	9	RMRP
68406008	68406959	13	NPM1P22
49715293	49780972	15	FGF7
68476487	68477374	13	OR7E111P
42864125	42864631	15	RP11-265N6.3
35671773	35672039	9	RN7SL22P
62376042	62377311	20	RP4-583P15.10
35756709	35757937	9	RP11-112J3.15
68485219	68486080	13	OR7E33P
42873354	42873686	15	EIF4EBP2P2
14507338	14543584	18	POTEC
80726136	80737493	15	RP11-210M15.1
62439429	62447874	20	RP4-583P15.11
35772160	35790429	9	RP11-112J3.16
68863811	68865412	13	ELL2P3
62540308	62540472	20	RNU1-134P
43000890	43000990	15	snoU13
62550834	62550950	20	MIR941-2
35811473	35811547	9	AL133410.1
43031316	43035400	15	CTD-2036P10.3
80846950	80855285	15	RP11-379K22.2
68875737	68877434	13	HNRNPA1P18
62551085	62551201	20	MIR941-3
35859059	35859980	9	OR13E1P
44420576	44440066	20	DNTTIP1
62551365	62551481	20	MIR941-1
43093166	43094603	15	KRT8P50
35874807	35875191	9	NDUFA5P4
44542731	44544607	18	TCEB3CL2
68905470	68905745	13	RPL37P21
62572818	62572897	20	MIR1914
43231508	43232556	15	FDPSP4
27011584	27089874	21	JAM2
35909480	35911683	9	LINC00961
62573984	62574079	20	MIR647
69208322	69208618	13	RPS3AP52
43407897	43408691	15	RPS3AP47
10342736	10342878	20	AL023913.1
35930009	35937148	9	RP11-327L3.3
10366427	10368454	20	SDAD1P2
69228704	69229182	13	RPL12P34
43423206	43423884	15	SPCS2P1
145409038	145416175	HG243_PATCH	SLC52A2
62665697	62671315	20	LINC00176
35943207	35943931	9	PGAM1P2
44663389	44663661	18	RP11-49K24.5
57600522	57607437	20	ATP5E
44548658	44550534	18	TCEB3CL
69267938	69268213	13	RN7SL761P
10593509	10594877	20	RP5-1099D15.1
43476277	43477339	15	RP11-473C18.3
44760813	44760919	18	RNU6-1131P
69559190	69560196	13	ZDHHC20P4
10625847	10627014	20	JAG1
43539878	43539979	15	Y_RNA
35971341	35972315	9	YBX1P10
44812096	45120914	18	CTD-2130O13.1
69675964	69676188	13	SNRPFP3
43560102	43560586	15	ATP5HP1
63418071	63450220	15	RPS27L
62688156	62688437	20	RP13-152O15.5
69796478	69866286	13	LINC00383
10653576	10975572	20	RP11-103J8.1
43594294	43594970	15	RP11-402F9.3
35991333	35992282	9	OR13C6P
62921540	62924351	20	CICP4
69885465	69896233	13	LINC00401
43683633	43683925	15	RN7SL487P
44906867	44906936	18	MIR4527
44554573	44556449	18	TCEB3C
43894741	43894846	15	RNU6-554P
69982348	69982867	13	SRSF1P1
43905880	43905983	15	snoU13
45027543	45084754	18	RP11-157P23.2
36002993	36003660	9	AL138834.1
10733738	10734614	20	RP1-278O22.1
43929830	43929936	15	RNU6-610P
62921738	62944485	20	LINC00266-1
36013181	36014130	9	OR2S1P
43941321	43941478	15	PDIA3P2
70377072	70377173	13	RNY3P10
45156483	45157219	18	TPMTP1
10733926	10745934	20	RP1-278O22.2
80872370	80872907	15	RP11-379K22.3
70468233	70469217	13	PSMC1P13
45229546	45230116	18	RP11-767C4.1
36021689	36022110	9	OR2AM1P
10855981	10889920	20	RP4-697P8.3
80873444	80873580	15	MIR5572
80956113	80956219	15	RNU6-380P
45379604	45379828	18	RP11-380M21.2
36267780	36267919	9	RNU4-53P
80985557	80986048	15	RP11-28H5.2
70681345	70713561	13	ATXN8OS
10869230	10869736	20	FAT1P1
45404666	45408815	18	RP11-380M21.4
36303496	36304921	9	HMGB3P24
81134319	81134414	15	MIR549
44558943	44561988	18	TCEB3B
10981952	10982411	20	RP11-103J8.2
45696155	45696261	18	RNU6-708P
71033596	71033702	13	RNU6-54P
31728833	31729203	21	KRTAP13-6P
36823536	36823596	9	MIR4475
45918962	45919021	18	RNU7-191P
71497796	71498587	13	SOGA2P1
81188531	81241208	15	RP11-351M8.2
31747612	31747696	21	MIR4327
116237	118417	9	FOXD4
36856552	36861372	9	RP11-344B23.2
46001858	46001971	18	RNA5SP456
11214818	11282173	20	RP4-734C18.1
71589273	71742549	13	LINC00348
46004932	46005599	18	RP11-23B5.1
31808784	31809282	21	KRTAP13-5P
36864251	36864305	9	MIR4540
81283145	81285599	15	RP11-775C24.3
46196971	46197039	18	MIR4743
36893459	36893528	9	MIR4476
71870342	71871367	13	RABEPKP1
31882625	31882815	21	KRTAP19-9P
43955852	43976537	15	AC011330.5
81289758	81289814	15	MIR4514
11326031	11326503	20	RPS11P1
37002694	37008037	9	RP11-297B17.3
46199946	46214790	18	RP11-426J5.2
72249199	72249601	13	H3F3BP1
31886931	31887117	21	KRTAP19-10P
81409976	81410681	15	ANP32BP3
37046832	37047234	9	RP11-297B17.2
11589084	11589696	20	RP5-1128N12.2
31898864	31899019	21	AP000567.27
72278313	72278787	13	RPL21P109
81595556	81601732	15	RP11-761I4.4
31909597	31909700	21	KRTAP19-11P
11601699	11602125	20	PGAM3P
37073528	37075789	9	RP11-465M18.1
31964786	31965076	21	AP001069.1
37078810	37079773	9	RP11-220I1.5
72420113	72420449	13	RPL35AP31
11665792	11667971	20	RP11-268G13.1
81616718	81654378	15	RP11-761I4.3
11781111	11851363	20	LINC00687
32114098	32114913	21	KRTAP21-4P
72487842	72488316	13	RPS10P21
32135000	32135200	21	AP000244.11
11790813	11791095	20	AL080274.1
32174560	32174745	21	KRTAP8-2P
72552226	72552344	13	RNA5SP32
11799469	11799739	20	RN7SKP111
37079893	37090398	9	RP11-220I1.1
32179250	32179437	21	KRTAP8-3P
73028040	73028105	13	SNORD37
11819003	11819222	20	RP5-1012F16.2
63481668	63559981	15	RAB8B
73034270	73034467	13	RPL18AP17
32201357	32202078	21	KRTAP7-1
11890052	11899325	20	RP4-742J24.2
73034657	73034739	13	SNORA68
32201362	32202051	21	AP000244.1
12224543	12224944	20	RP4-796I8.1
73160818	73160948	13	SNORA9
12286261	12297133	20	RP11-102J14.1
73277831	73278276	13	RPL21P110
32432919	32435487	21	UBE3AP2
94789780	94790106	9	HSPE1P22
12360704	12361903	20	PA2G4P2
73280155	73280261	13	RNU6-80P
44441215	44445596	20	UBE2C
94871140	94871271	9	RP11-100G15.2
12845850	12933167	20	RP5-1069C8.2
37112545	37115487	9	RP11-220I1.2
73425226	73425307	13	AL391384.1
32824779	32825536	21	AP000563.2
94871295	94872377	9	RP11-100G15.3
73455246	73455352	13	RNU6-79P
37160134	37160234	9	Y_RNA
32931558	32932800	21	AP000251.3
73610539	73610986	13	PSMD10P3
12915525	12916431	20	RP5-1069C8.3
37205109	37205365	9	RP11-220I1.4
32999440	33000913	21	FBXW11P1
37296020	37296101	9	AL158155.1
55066548	55100981	20	GCNT7
12930986	12932275	20	RP11-157E14.1
73674713	73675123	13	FABP5P1
57608200	57617964	20	SLMO2
37322256	37322368	9	Y_RNA
94872450	94872796	9	RP11-100G15.4
145410334	145414279	HG243_PATCH	FBXL6
37383175	37384431	9	RP11-397D12.4
13054315	13054960	20	RP4-718P11.1
73687052	73687155	13	RNU6-66P
37434174	37434583	9	CHCHD4P3
73698849	73698947	13	AL354720.1
13218448	13220321	20	ISM1-AS1
37459392	37459706	9	RN7SL463P
73765665	73765804	13	RNU4-10P
43991686	44010382	15	STRCP1
44633774	44676891	18	HDHD2
73801284	73801397	13	RNY1P8
13224711	13226016	20	RP5-1077I2.3
37477146	37478314	9	RP11-405L18.2
73981905	73982489	13	MARK2P12
13373324	13374321	20	GAPDHP2
13936410	13936503	20	AL117333.1
73987610	74222390	13	LINC00393
37490418	37490890	9	RP11-405L18.4
13953962	13954070	20	RNU6-278P
27088815	27107984	21	ATP5J
13984154	13984345	20	RPS3P1
74138381	74162207	13	LINC00392
37509147	37510296	9	RP11-613M10.6
14108046	14108982	20	AIMP1P1
74805594	74834113	13	LINC00402
14203687	14203976	20	RN7SL864P
37636685	37637290	9	RAB1C
74863237	74863351	13	RNY1P5
14332966	14333071	20	RNU6-228P
125677845	125693779	9	ZBTB26
14527830	14528269	20	RNF11B
74951300	74952088	13	RPL21P108
37661744	37662046	9	RN7SKP171
81702858	81711358	15	CTD-2240J17.1
55092243	55101198	20	FAM209A
14535030	14617170	20	MACROD2-IT1
37836041	37836391	9	RP11-3J10.7
74993310	75009296	13	LINC00381
49913177	49937333	15	DTWD1
81719789	82047558	15	CTD-2034I4.1
94872857	94873150	9	RP11-100G15.5
37878113	37879490	9	PAICSP1
14738209	14738702	20	RPS10P2
81846344	81989121	15	CTD-2034I4.2
2774715	2781283	20	CPXM1
37885680	37886387	9	RP11-3J10.4
14864899	14910161	20	MACROD2-AS1
81926228	81934531	15	RP11-499F3.1
75117975	75139582	13	LINC00347
37936704	37936765	9	RNU7-124P
55108302	55111576	20	FAM209B
14914489	14916009	20	RP5-974N19.1
38147425	38147558	9	U8
94873147	94874179	9	MTND4P15
81952823	82163466	15	RP11-499F3.2
38190404	38190504	9	snoU13
15002199	15002305	20	RNU6-1159P
38360424	38376427	9	RP11-113O24.3
15003498	15003604	20	RNU6-115P
43994561	43994668	15	RNU6-353P
82245644	82288007	15	RP11-276M12.1
15261410	15261519	20	RNA5SP475
38452779	38454067	9	RP11-403F21.1
44005342	44005445	15	snoU13
15532802	15533530	20	RP11-388K2.1
82302553	82302948	15	RP11-597K23.1
15539025	15539113	20	AL121584.1
38478468	38479347	9	RP11-403F21.3
82336635	82336717	15	AC026956.1
75402690	75404217	13	RIOK3P1
15600139	15600464	20	ENSAP1
